totalScore,lifeTime,movementTime,obstacleSpawnTime,numberOfUnlockedCars,numberOfUnlockedTracks,unlockedDifficultyLevel,selectedCar,selectedTrack,diffLevel
9.25468,9.25468,9.25468,0.883707,0,0,0,0,0,0
